Data as of,Start Date,End Date,Year,Month,Group,State,Indicator,Non-Hispanic White,Non-Hispanic Black or African American,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Non Hispanic more than one race,Hispanic or Latino,Footnote
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Connecticut,Distribution of COVID-19 deaths (%),74.5,13.6,,1.3,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0,1.8,16.9,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Connecticut,Weighted distribution of population (%),61.4,12.2,0.2,5.3,0,1.7,19.1,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Connecticut,Count of COVID-19 deaths,1377,183,,39,,,230,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Connecticut,Distribution of COVID-19 deaths (%),75,10,,2.1,,,12.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0,1.8,16.9,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Connecticut,Weighted distribution of population (%),61.9,12.1,0.2,5.2,0,1.8,18.9,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Connecticut,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Connecticut,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0,1.8,16.9,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Connecticut,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Connecticut,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Connecticut,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0,1.8,16.9,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Connecticut,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Connecticut,Count of COVID-19 deaths,91,20,0,,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Connecticut,Distribution of COVID-19 deaths (%),71.7,15.7,0,,0,0,7.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0,1.8,16.9,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Connecticut,Weighted distribution of population (%),61.2,11.7,0.1,5.5,0,1.6,19.8,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Connecticut,Count of COVID-19 deaths,1776,380,,33,0,,237,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Connecticut,Distribution of COVID-19 deaths (%),72.7,15.6,,1.4,0,,9.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0,1.8,16.9,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Connecticut,Weighted distribution of population (%),61.2,12.2,0.2,5.4,0,1.7,19.3,
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Connecticut,Count of COVID-19 deaths,1121,239,,18,0,,145,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Connecticut,Distribution of COVID-19 deaths (%),73.3,15.6,,1.2,0,,9.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0,1.8,16.9,
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Connecticut,Weighted distribution of population (%),61.3,12.3,0.2,5.3,0,1.7,19.1,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Connecticut,Count of COVID-19 deaths,211,39,0,,0,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Connecticut,Distribution of COVID-19 deaths (%),74.3,13.7,0,,0,0,9.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0,1.8,16.9,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Connecticut,Weighted distribution of population (%),61.3,12.3,0.2,5.4,0,1.7,19,
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Connecticut,Count of COVID-19 deaths,58,10,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Connecticut,Distribution of COVID-19 deaths (%),75.3,13,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0,1.8,16.9,
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Connecticut,Weighted distribution of population (%),61,12.5,0.2,5.4,0,1.7,19.3,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Connecticut,Count of COVID-19 deaths,21,,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Connecticut,Distribution of COVID-19 deaths (%),67.7,,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0,1.8,16.9,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Connecticut,Weighted distribution of population (%),61.7,12.3,0.2,5.2,0,1.8,18.7,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Connecticut,Count of COVID-19 deaths,36,,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Connecticut,Distribution of COVID-19 deaths (%),83.7,,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0,1.8,16.9,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Connecticut,Weighted distribution of population (%),62.4,11.9,0.2,5.4,0,1.9,18.2,
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Connecticut,Count of COVID-19 deaths,114,11,0,,0,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Connecticut,Distribution of COVID-19 deaths (%),79.2,7.6,0,,0,0,11.1,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0,1.8,16.9,
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Connecticut,Weighted distribution of population (%),61.8,12.2,0.2,5.4,0,1.8,18.5,
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Connecticut,Count of COVID-19 deaths,388,51,0,,0,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Connecticut,Distribution of COVID-19 deaths (%),77.9,10.2,0,,0,,10.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0,1.8,16.9,
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Connecticut,Weighted distribution of population (%),61.6,12.3,0.2,5.1,0,1.8,19,
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Connecticut,Count of COVID-19 deaths,859,95,,14,0,,121,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Connecticut,Distribution of COVID-19 deaths (%),78.4,8.7,,1.3,0,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0,1.8,16.9,
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Connecticut,Weighted distribution of population (%),61.9,12.1,0.2,5.1,0,1.8,18.8,
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Connecticut,Count of COVID-19 deaths,800,84,,22,,,97,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Connecticut,Distribution of COVID-19 deaths (%),79.2,8.3,,2.2,,,9.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0,1.8,16.9,
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Connecticut,Weighted distribution of population (%),62.1,12,0.2,5.2,0,1.8,18.8,
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Connecticut,Count of COVID-19 deaths,337,47,0,,0,0,75,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Connecticut,Distribution of COVID-19 deaths (%),72.2,10.1,0,,0,0,16.1,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0,1.8,16.9,
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Connecticut,Weighted distribution of population (%),61.6,12.2,0.2,5.3,0,1.7,19,
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Connecticut,Count of COVID-19 deaths,155,32,0,,0,0,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Connecticut,Distribution of COVID-19 deaths (%),66.8,13.8,0,,0,0,15.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0,1.8,16.9,
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Connecticut,Weighted distribution of population (%),61.6,12.2,0.2,5.1,0,1.7,19.1,
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Connecticut,Count of COVID-19 deaths,80,20,0,,0,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Connecticut,Distribution of COVID-19 deaths (%),65.6,16.4,0,,0,0,16.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0,1.8,16.9,
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Connecticut,Weighted distribution of population (%),61.8,12.3,0.2,5.2,0,1.8,18.7,
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Connecticut,Count of COVID-19 deaths,,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Connecticut,Distribution of COVID-19 deaths (%),,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0,1.8,16.9,
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Connecticut,Weighted distribution of population (%),63.4,11.6,0.3,5.5,0,2.1,17,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Delaware,Count of COVID-19 deaths,1077,324,,16,0,,64,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Delaware,Distribution of COVID-19 deaths (%),72.4,21.8,,1.1,0,,4.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Delaware,Unweighted distribution of population (%),61.7,22,0.3,4,0,2.3,9.6,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Delaware,Weighted distribution of population (%),60,22.8,0.3,4.6,0,2.3,10,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Delaware,Count of COVID-19 deaths,708,233,,10,0,,47,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Delaware,Distribution of COVID-19 deaths (%),70.5,23.2,,1,0,,4.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Delaware,Unweighted distribution of population (%),61.7,22,0.3,4,0,2.3,9.6,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Delaware,Weighted distribution of population (%),59.9,22.9,0.3,4.7,0,2.3,10,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Delaware,Count of COVID-19 deaths,369,91,0,,0,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Delaware,Distribution of COVID-19 deaths (%),76.4,18.8,0,,0,0,3.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Delaware,Unweighted distribution of population (%),61.7,22,0.3,4,0,2.3,9.6,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Delaware,Weighted distribution of population (%),60.4,22.6,0.3,4.6,0,2.3,9.9,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Delaware,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Delaware,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Delaware,Unweighted distribution of population (%),61.7,22,0.3,4,0,2.3,9.6,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Delaware,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Delaware,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Delaware,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Delaware,Unweighted distribution of population (%),61.7,22,0.3,4,0,2.3,9.6,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Delaware,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Delaware,Count of COVID-19 deaths,,,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Delaware,Distribution of COVID-19 deaths (%),,,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Delaware,Unweighted distribution of population (%),61.7,22,0.3,4,0,2.3,9.6,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Delaware,Weighted distribution of population (%),59.7,23.2,0.3,4.6,0,2.3,9.9,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Delaware,Count of COVID-19 deaths,131,44,,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Delaware,Distribution of COVID-19 deaths (%),70.8,23.8,,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Delaware,Unweighted distribution of population (%),61.7,22,0.3,4,0,2.3,9.6,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Delaware,Weighted distribution of population (%),61.7,21.5,0.3,4.3,0,2.2,9.9,
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Delaware,Count of COVID-19 deaths,189,61,,0,0,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Delaware,Distribution of COVID-19 deaths (%),71.3,23,,0,0,0,5.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Delaware,Unweighted distribution of population (%),61.7,22,0.3,4,0,2.3,9.6,
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Delaware,Weighted distribution of population (%),60,22.8,0.3,4.7,0,2.2,10,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Delaware,Count of COVID-19 deaths,41,17,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
